time, omega x, omega y, omega z, voltage
231144,323,-502,16524,5389
233992,108,-318,16524,5396
236840,-404,-324,16494,5387
239700,-336,-324,16494,5392
242556,-208,115,16535,5398
245408,-208,115,16535,5396
248256,-72,372,16155,5398
251064,-72,372,16155,5393
253884,-155,172,15731,5381
256736,-155,172,15731,5402
259588,-340,48,15321,5386
262400,-340,48,15321,5399
265216,36,59,15357,5380
267972,36,59,15357,5388
270728,240,498,15390,5404
273560,240,498,15390,5397
276404,43,447,15086,5386
279200,43,447,15086,5394
281992,-392,193,14707,5388
284840,-392,193,14707,5387
287692,-136,155,14733,5389
290544,-136,155,14733,5380
293400,146,407,15034,5389
296232,146,407,14865,5383
299064,322,623,14865,5382
301896,322,391,14451,5391
304728,274,391,14451,5398
307564,79,187,14499,5394
310372,79,187,14499,5380
313156,159,99,14844,5383
315956,159,99,14844,5387
318752,-234,77,15154,5387
321560,-234,77,15154,5392
324368,-262,-23,14963,5392
327192,-262,-23,14963,5403
330016,-438,-203,14602,5394
332876,-438,-203,14602,5397
335736,-282,-119,14622,5378
338600,-282,-119,14622,5385
341460,83,-9,14907,5377
344184,83,-9,14907,5399
346916,8,52,14946,5389
349636,8,52,14946,5397
352360,106,159,14494,5394
355192,106,159,14494,5391
358028,-30,539,14350,5394
360840,-30,539,14350,5386
363648,117,641,14766,5391
366476,117,641,14766,5398
369312,94,277,15033,5388
372112,94,277,15033,5397
374912,-8,-181,14988,5381
377700,-8,-181,14500,5388
380488,42,-136,14500,5377
383292,42,119,14526,5397
386092,305,119,14526,5381
388924,49,255,14961,5398
391720,162,255,14961,5387
394548,38,337,15106,5378
397348,38,337,15106,5391
400140,-413,358,14793,5389
402992,-413,358,14793,5392
405848,-352,427,14214,5380
408692,-352,427,14214,5381
411540,-269,781,14283,5376
414388,-269,781,14283,5381
417236,-4,749,14401,5381
420008,-4,749,14401,5387
422772,-56,377,14214,5371
425592,-56,377,14214,5382
428400,-76,185,13958,5376
431220,-76,185,13958,5386
434028,242,457,13880,5376
436860,242,457,13880,5376
439696,592,643,14157,5383
442528,592,643,14157,5385
445368,259,224,14313,5386
448200,259,224,14244,5377
451032,-49,-479,14244,5387
453856,-49,-735,14062,5393
456676,-314,-606,14062,5397
459540,-46,-240,13797,5386
462368,-46,-240,13797,5372
465192,186,127,13896,5382
468024,186,127,13896,5381
470848,286,113,14095,5377
473680,286,113,14095,5385
476516,101,-43,14074,5378
479332,101,-43,14074,5374
482144,-93,-88,13818,5376
484928,-93,-88,13818,5387
487716,-172,391,13533,5376
490568,-172,391,13533,5378
493416,373,910,13653,5385
496252,373,910,13653,5375
499088,9,1184,13593,5375
501896,9,1184,13593,5386
504692,-296,829,13466,5376
507544,-296,829,13466,5383
510392,-79,263,13341,5381
513212,-79,263,13341,5383
516028,114,247,12910,5375
518860,114,247,12914,5386
521692,217,531,12914,5380
524536,217,162,13317,5375
527384,159,162,13317,5371
530216,35,-499,13615,5386
533024,35,-499,13615,5378
535832,-32,-353,13356,5371
538656,-32,-353,13356,5369
541476,247,198,12933,5377
544312,247,198,12933,5381
547160,294,632,12867,5365
549992,294,632,12867,5378
552824,392,546,13024,5361
555660,392,546,13024,5381
558500,288,93,13174,5374
561304,288,93,13174,5381
564096,8,-310,13475,5370
566864,8,-310,13475,5383
569640,-384,-316,13445,5376
572500,-384,-316,13445,5383
575368,-59,-58,13230,5370
578156,-59,-58,13230,5371
580952,119,465,13340,5380
583784,119,465,13340,5375
586620,60,599,13443,5375
589420,60,599,13303,5389
592228,-217,356,13303,5376
595068,-217,199,12996,5374
597924,-303,199,12996,5378
600776,-166,479,12526,5367
603624,-166,479,12526,5366
606468,315,763,12518,5374
609308,315,763,12518,5375
612152,193,728,12707,5363
614988,193,728,12707,5383
617832,87,26,12985,5375
620592,87,26,12985,5371
623344,-152,-295,13100,5372
626212,-152,-295,13100,5365
629080,-21,220,12872,5382
631892,-21,220,12872,5370
634704,339,823,12679,5377
637540,339,823,12679,5370
640380,258,792,12945,5374
643204,258,792,12945,5375
646040,14,249,13212,5378
648836,14,249,13212,5369
651636,-139,-332,13361,5372
654500,-139,-332,13361,5365
657368,-155,-403,13478,5381
660228,-155,129,13424,5392
663068,-118,129,13424,5376
665924,72,597,13648,5381
668716,72,597,13648,5370
671512,-175,543,13876,5380
674360,-175,543,13876,5381
677208,-185,56,13900,5371
680012,-185,56,13900,5378
682812,-226,88,13740,5382
685624,-226,88,13740,5371
688432,-21,616,13439,5376
691240,-21,616,13439,5369
694044,248,945,13254,5380
696888,248,945,13254,5369
699720,67,570,13607,5369
702512,67,570,13607,5372
705300,4,-40,13963,5369
708036,4,-40,13963,5374
710764,111,-468,14208,5382
713624,111,-468,14208,5376
716472,-19,-118,14025,5376
719300,-19,-118,14025,5381
722128,310,1002,13710,5385
725000,310,1002,13710,5380
727872,363,1301,13997,5391
730756,363,533,14357,5388
733608,230,635,14357,5377
736440,-26,-222,14373,5382
739268,-2,-222,14373,5381
742056,-154,-458,14262,5376
744924,-154,-458,14262,5387
747796,-12,163,14199,5366
750612,-12,163,14199,5370
753428,99,605,14454,5375
756228,99,605,14454,5381
759032,-161,0,14683,5376
761804,-161,0,14683,5378
764576,-137,-759,14685,5372
767440,-137,-759,14685,5382
770300,-250,-530,14271,5389
773176,-250,-530,14271,5372
776040,-186,277,14077,5376
778896,-186,277,14077,5366
781748,13,669,14036,5375
784548,13,669,14036,5380
787344,110,232,13972,5380
790176,110,232,13972,5382
793012,144,-88,14086,5363
795828,144,-88,14018,5372
798652,97,391,14018,5374
801452,97,1025,13631,5376
804288,275,1025,13631,5363
807160,305,1125,13655,5375
810032,305,1125,13655,5383
812912,231,587,13980,5376
815752,231,587,13980,5370
818584,58,-6,13854,5371
821316,58,-6,13854,5374
824048,92,-154,13430,5371
826856,92,-154,13430,5374
829664,118,232,13245,5369
832500,118,232,13245,5365
835332,184,694,13393,5371
838164,184,694,13393,5372
841000,-62,431,13560,5378
843800,-62,431,13560,5361
846612,-276,-328,13714,5366
849476,-276,-328,13714,5388
852344,-374,-531,13766,5364
855208,-374,-531,13766,5364
858072,23,-105,13505,5367
860880,23,-105,13505,5367
863692,130,350,13317,5364
866532,130,350,13310,5380
869380,-75,481,13310,5366
872184,181,4,13463,5372
874940,84,4,13463,5377
877660,84,-182,13364,5382
880472,51,-182,13364,5371
883280,138,33,13182,5372
886080,138,33,13182,5385
888872,14,684,13109,5377
891668,14,684,13109,5366
894468,194,1014,13238,5376
897344,194,1014,13238,5378
900216,290,497,13271,5377
903048,290,497,13271,5371
905880,-60,30,13324,5382
908660,-60,30,13324,5377
911436,-125,166,13083,5381
914284,-125,166,13083,5376
917136,22,388,13226,5371
919928,22,388,13226,5386
922724,83,493,13650,5360
925504,83,493,13650,5377
928296,38,520,13787,5375
931092,38,520,13787,5388
933900,-110,-30,13828,5377
936724,-110,-30,13828,5374
939552,128,-625,14175,5366
942408,128,-625,14239,5369
945256,65,-537,14239,5370
948068,65,31,14421,5367
950824,306,31,14421,5366
953624,306,508,14333,5372
956456,-44,508,14333,5366
959260,237,392,14036,5364
962096,237,392,14036,5377
964928,-151,32,13550,5378
967736,-151,32,13550,5369
970540,-2,61,13363,5371
973284,-2,61,13363,5378
976024,-8,555,13608,5370
978788,-8,555,13608,5378
981560,186,843,13820,5367
984392,186,843,13820,5380
987224,182,439,13597,5374
990060,182,439,13597,5376
992908,576,-85,13238,5369
995724,576,-85,13238,5372
998528,121,283,12896,5370
1001356,121,283,12896,5370
1004232,335,832,13066,5374
1007104,335,832,13066,5367
1009976,237,838,13421,5366
1012852,237,838,13421,5372
1015732,15,547,13271,5372
1018568,15,35,12864,5380
1021364,-122,175,12864,5378
1024252,134,-50,12628,5363
1027112,3,-50,12628,5359
1029880,343,-10,12965,5349
1032732,343,-10,12965,5376
1035580,273,15,13270,5377
1038416,273,15,13270,5375
1041248,278,-123,13459,5375
1044132,278,-123,13459,5359
1047028,-239,-30,13195,5375
1049884,-239,-30,13195,5375
1052748,76,130,12742,5382
1055584,76,130,12742,5363
1058420,-57,428,12832,5363
1061272,-57,428,12832,5356
1064124,-282,236,13309,5375
1067004,-282,236,13309,5370
1069900,-412,-101,13507,5378
1072804,-412,-101,13364,5363
1075708,91,-298,13364,5352
1078560,347,10,13176,5369
1081400,367,10,13176,5369
1084228,393,660,13223,5371
1087104,393,660,13223,5383
1089972,454,605,13566,5381
1092856,454,605,13566,5371
1095728,284,60,13777,5387
1098556,284,60,13777,5374
1101392,-171,206,13626,5375
1104284,-171,206,13626,5358
1107172,-88,620,13450,5375
1110028,-88,620,13450,5378
1112880,33,1035,13374,5380
1115764,33,1035,13374,5365
1118644,491,850,13472,5372
1121520,491,850,13728,5375
1124392,204,72,13804,5369
1127220,204,-696,13887,5381
1130112,-149,-703,13887,5363
1133016,-376,-575,13806,5372
1135924,-376,-575,13806,5376
1138840,154,348,13682,5382
1141720,154,348,13682,5366
1144588,161,1014,13933,5382
1147508,161,1014,13933,5383
1150420,-302,555,14241,5365
1153316,-302,555,14241,5372
1156196,-583,-248,14398,5376
1159104,-583,-248,14398,5375
1162008,-288,-375,14380,5364
1164920,-288,-375,14380,5371
1167824,-20,171,14424,5375
1170672,-20,683,14546,5370
1173516,210,700,14546,5377
1176392,466,496,14423,5376
1179268,280,496,14423,5378
1182140,236,-13,14351,5365
1184992,236,-13,14351,5378
1187840,147,-29,14387,5366
1190684,147,-29,14387,5376
1193536,112,634,14537,5364
1196412,112,634,14537,5375
1199284,673,1212,14645,5374
1202200,673,1212,14645,5366
1205124,625,1080,14230,5383
1208036,625,1080,14230,5378
1210948,175,90,14128,5378
1213784,175,90,14128,5364
1216620,-306,-353,14382,5369
1219532,-306,-97,14677,5371
1222400,34,-165,14677,5372
1225248,-222,66,14882,5378
1228096,-17,66,14882,5377
1230920,-70,224,14813,5374
1233768,-70,224,14813,5371
1236632,-297,408,14535,5372
1239520,-297,408,14535,5378
1242412,-33,319,14667,5374
1245264,-33,319,14667,5366
1248112,-118,201,15025,5367
1251000,-118,201,15025,5365
1253888,-100,-25,15063,5377
1256760,-100,-25,15063,5363
1259628,-72,-110,14938,5381
1262496,-72,-110,14938,5381
1265368,-83,307,14494,5381
1268220,-83,307,14469,5374
1271072,103,867,14469,5367
1273944,103,707,14881,5374
1276812,-9,707,14881,5385
1279636,401,121,14962,5374
1282516,401,121,14962,5366
1285388,360,-143,14633,5375
1288276,360,-143,14633,5378
1291164,172,283,14231,5372
1294040,172,283,14231,5371
1296924,277,944,14138,5376
1299788,277,944,14138,5369
1302660,167,811,14197,5377
1305540,167,811,14197,5371
1308424,-212,147,14232,5376
1311308,-212,147,14232,5369
1314212,-413,-265,14352,5364
1317116,-413,-265,14611,5378
1320028,-174,84,14611,5372
1322876,-174,418,14941,5375
1325776,175,418,14941,5364
1328648,219,104,15007,5376
1331516,219,104,15007,5381
1334388,27,-376,14995,5382
1337240,27,-376,14995,5375
1340088,-54,-350,14826,5378
1342952,-54,-350,14826,5372
1345816,-97,277,15160,5374
1348664,-97,277,15160,5377
1351512,-206,616,15452,5369
1354400,-206,616,15452,5370
1357288,-3,346,15261,5374
1360096,-3,346,15261,5370
1362920,187,-218,14893,5376
1365804,187,-218,14893,5377
1368708,167,-237,14997,5369
1371596,167,19,15300,5376
1374432,224,128,15300,5369
1377312,480,364,15163,5380
1380188,312,364,15163,5378
1383060,126,588,14737,5376
1385936,126,588,14737,5376
1388808,71,887,14367,5361
1391640,71,887,14367,5378
1394472,132,906,14574,5383
1397340,132,906,14574,5376
1400212,-103,459,14712,5382
1403100,-103,459,14712,5377
1405988,-44,-238,14722,5391
1408864,-44,-238,14722,5381
1411728,-138,-580,14583,5389
1414632,-138,-580,14583,5367
1417528,140,18,14459,5389
1420364,140,18,14718,5376
1423200,134,563,14718,5371
1426072,134,432,14762,5374
1428940,-221,432,14762,5376
1431832,-160,-3,14705,5375
1434656,-160,-3,14705,5377
1437484,67,-50,14678,5366
1440308,67,-50,14678,5375
1443120,18,208,14594,5369
1445952,18,208,14594,5376
1448784,-45,157,14488,5381
1451636,-45,157,14488,5371
1454488,-32,-241,14524,5372
1457352,-32,-241,14524,5375
1460212,28,-138,14427,5381
1463060,28,-138,14427,5385
1465916,230,536,14568,5387
1468792,230,536,14568,5369
1471664,55,768,14944,5385
1474504,55,768,14944,5381
1477340,143,276,15074,5374
1480224,143,-236,15099,5378
1483112,306,-63,15099,5381
1485964,54,405,15003,5376
1488816,54,405,15003,5367
1491648,104,1151,15448,5372
1494568,104,1151,15448,5375
1497480,-183,972,15752,5397
1500368,-183,972,15752,5432
1503256,-173,129,15523,5455
1506148,-173,129,15523,5477
1509040,45,-416,15235,5480
1511888,45,-416,15235,5470
1514744,49,-56,13476,5464
1517552,49,-56,13476,5474
1520360,-121,357,9313,5477
1523208,-121,357,9313,5475
1526060,-35,345,4648,5470
1528872,-35,345,1064,5463
1531676,151,-38,1158,5472
1534488,151,-38,-261,5468
1537272,295,-34,-261,5471
1540056,295,-44,-703,5465
1542840,123,-44,-703,5470
1545628,123,-57,-369,5472
1548416,160,-57,-369,5465
1551204,187,413,-21,5469
1553984,187,413,-21,5459
1556752,236,702,146,5482
1559544,236,702,146,5466
1562340,180,315,340,5464
1565136,180,315,340,5466
1567936,72,-123,269,5476
1570708,72,-123,269,5476
1573492,64,-187,130,5466
1576268,64,-187,130,5465
1579040,104,-7,180,5470
1581764,104,-7,180,5468
1584500,166,284,263,5461
1587300,166,284,263,5475
1590096,199,413,166,5469
1592888,199,413,166,5472
1595688,166,305,142,5475
1598484,166,305,142,5465
1601280,122,91,219,5476
1604032,122,91,219,5470
1606780,101,4,126,5465
1609492,101,4,126,5477
1612212,125,68,110,5468
1614972,125,68,110,5479
1617732,148,246,156,5469
1620528,148,246,156,5468
1623320,166,328,159,5460
1626112,166,328,159,5464
1628920,153,251,195,5470
1631716,153,251,195,5468
1634512,113,130,156,5469
1637312,113,130,156,5481
1640108,143,37,137,5472
1642864,143,37,137,5479
1645628,152,109,168,5481
1648416,152,109,256,5477
1651208,150,227,256,5464
1654008,150,483,266,5479
1656796,149,256,266,5475
1659592,149,206,193,5477
1662388,153,206,193,5477
1665188,144,138,160,5474
1667984,144,138,160,5481
1670784,120,111,170,5475
1673576,120,111,170,5477
1676368,130,169,152,5469
1679156,130,169,152,5472
1681952,157,202,171,5470
1684740,157,202,171,5477
1687536,138,226,171,5475
1690328,138,226,171,5474
1693120,106,196,211,5469
1695920,106,196,211,5471
1698716,120,137,157,5470
1701516,120,137,157,5479
1704320,127,141,202,5460
1707116,127,141,202,5475
1709916,111,182,164,5476
1712716,111,182,164,5475
1715524,127,217,145,5477
1718328,127,217,145,5472
1721132,114,209,158,5480
1723940,114,209,158,5476
1726736,116,180,186,5469
1729532,116,180,186,5471
1732324,112,180,137,5471
1735132,112,180,137,5480
1737940,162,156,155,5475
1740744,162,156,174,5475
1743540,156,182,174,5479
1746340,156,182,145,5479
1749132,152,206,145,5471
1751940,152,186,153,5479
1754740,164,186,153,5480
1757536,156,199,167,5477
1760328,156,199,167,5482
1763120,134,180,197,5474
1765924,134,180,197,5472
1768724,129,186,178,5488
1771520,129,186,178,5480
1774312,137,213,171,5479
1777104,137,213,171,5475
1779916,145,201,179,5468
1782712,145,201,179,5472
1785504,184,164,117,5474
1788296,184,164,117,5477
1791088,157,179,136,5481
1793880,157,179,136,5471
1796680,145,189,153,5477
1799472,145,189,153,5482
1802264,165,155,189,5479
1805056,165,155,189,5476
1807852,160,165,189,5468
1810648,160,165,189,5471
1813448,164,182,146,5480
1816240,164,182,146,5475
1819036,162,180,169,5481
1821828,162,180,169,5482
1824632,142,184,135,5471
1827424,142,184,135,5472
1830216,129,189,177,5482
1833020,129,189,181,5476
1835804,148,160,181,5481
1838600,148,160,207,5477
1841400,141,150,207,5475
1844196,141,191,199,5476
1846996,117,191,199,5476
1849788,117,199,171,5471
1852584,117,199,171,5469
1855376,108,193,188,5476
1858176,108,193,188,5476
1860968,111,172,180,5480
1863760,111,172,180,5482
1866548,107,188,175,5485
1869352,107,188,175,5469
1872144,107,214,196,5475
1874940,107,214,196,5475
1877744,115,212,147,5479
1880536,115,212,147,5477
1883328,145,187,147,5483
1886140,145,187,147,5474
1888940,142,172,161,5469
1891740,142,172,161,5476
1894536,128,178,146,5480
1897328,128,178,146,5477
